price;rating;rating_BD;rating_D-5;rating_DEC-100;rating_DEC-5;rating_FM;rating_GH;rating_GP;rating_GR;rating_IWC;rating_JH;rating_JR;rating_JS;rating_LM;rating_LV-100;rating_LV-3;rating_QUA-100;rating_QUA-20;rating_RP;rating_RVF;rating_RWS;rating_ST;rating_TA;rating_VIN;rating_Vivino;rating_W&S;rating_WE;rating_WS;region_1;region_2;region_3;title;volume
1624;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Сицилия;;"Fazio, ""Brusio"" Rosato, Sicilia DOC, 2017";0.75
1624;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Сицилия;;"Fazio, ""Castelmedio"" Nerello Mascalese, Terre Siciliane IGT, 2017";0.75
1627;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Сицилия;;"Zisola, ""Azisa"" Sicilia DOC, 2018";0.75
1628;;;;;;;;;;;;;;;;;;;;;;;;;3.4;;;;Италия;Сардиния;Каннонау ди Сардиния;"Pala, ""I Fiori"" Cannonau di Sardegna DOC, 2018";0.75
1628;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Франция;Лангедок-Руссийон;;"Gerard Bertrand, ""Cap Insula"" Blanc, Languedoc AOC, 2017";0.75
1628;;;;;;;;;;;;;;;;;;;;;;;;;3.9;;;87;Италия;Лацио;Фраскати;"Principe Pallavicini, ""Poggio Verde"", Frascati Superiore DOC, 2018";0.75
1628;;;;;;;;;;;;;;;;;;;;;;;;;3.5;;;;ЮАР;Западный Кейп;;"Bellingham, ""Pinopasso"", 2017";0.75
1628;;;;;;;;;;;;;;;;;;;;;;;;;3.6;;;;Франция;Бургундия;;Vignerons de Buxy, Chardonnay, Bourgogne Buissonnier AOC, 2015;0.75
1629;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Испания;Рибера-дель-Дуэро;;"""Carus Unum"" Crianza, Ribera del Duero DO, 2015";0.75
1633;;;;;;;;;;;;;;;;;;;;;;;;;3.6;;;;Германия;Баден;;Bimmerle, Rivaner Trocken, 2018;0.75
1634;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Тоскана;Тоскана IGT;"Sensi, ""Mandriano"" Vermentino, Toscana IGT";0.75
1634;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Трентино-Альто Адидже;Альто Адидже;Erste & Neue Kellerei, Chardonnay, Alto Adige DOC, 2017;0.75
1635;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Апулия;Саленто;Li Veli, Fiano, Salento IGT, 2018;0.75
1637;;;;;;;;;;;;;;;;;;;;;;;;;3.7;;;;Италия;Абруццо;;"Torre Zambra, ""Colle Maggio"" Pecorino, Abruzzo DOC";0.75
1639;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Франция;Прованс;Кот де Прованс;"Chateau Paradis, ""EssenCiel"" Rouge, Coteaux d'Aix en Provence, 2017";0.75
1639;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Франция;Прованс;;"Chateau Paradis, ""EssenCiel"" Blanc, 2018";0.75
1640;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Сардиния;Моника ди Сардиния;"""Antigua"" DOC, 2018";0.75
1640;;;;;;;;;;;;;;;;;;;;;;;;;3.7;;;;Италия;Пьемонт;Роеро;"Pelassa, Roero Arneis ""San Vito"" DOCG";0.75
1640;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Тоскана;Тоскана IGT;"Ruffino, ""Libaio"" Chardonnay, Toscana IGT";0.75
1642;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Австрия;Нижняя Австрия;;"Leth, ""Fresh & Easy"" Gelber Muskateller, 2018";0.75
1642;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Тоскана;Тоскана IGT;Uggiano, Chardo, Toscana IGT, 2017;0.75
1646;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Франция;Бордо;Бордо Сюпериёр;"Borie-Manoux, ""Beau-Rivage"" Premium Grande Reserve Rouge, Bordeaux AOC, 2017";0.75
1646;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;Франция;Бордо;Антр-Де-Мер;"""Mouton Cadet"" Bordeaux AOC Blanc, Limited Edition Cannes, 2015";0.75
1646;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;Франция;Бордо;Бордо Сюпериёр;Borie-Manoux, Chateau Le Joyeux, Bordeaux AOC, 2016;0.75
1647;;;;;;;;;;;;;;;;;;;;;;;;;3.9;;;;Испания;Риоха;;"""Baron Ladron de Guevara"" Reserva, Rioja DOC";0.75
1647;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Аргентина;Мендоса;;"""Melipal"" Cabernet Sauvignon, 2015";0.75
1647;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Аргентина;Мендоса;;"""Melipal"" Cabernet Franc, 2015";0.75
1648;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Пьемонт;Гави;"""Villa Cassina"" Gavi del comune di Gavi DOCG, 2018";0.75
1649;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Тоскана;Кьянти Классико;Vigneti di Campomaggio, Chianti Classico DOCG;0.75
1650;;;;;;;;;;;;;;;;;;;;;;;;;3.7;;;;Австрия;Нижняя Австрия;Кампталь;"Allram, Gruner Veltliner ""Hasel"", Kamptal DAC";0.75
1651;;;;;;;;;;;;;;;;;;;;;;;;;3.6;;;;Испания;Рибера-дель-Дуэро;;"CVNE, ""Seleccion de Fincas"" Crianza, Ribera del Duero DO, 2016";0.75
1655;;;;;;;;;;;;;;;;;;;;;;;;;3.7;;;;Австралия;Южная Австралия;Кунаворра;"Penley Estate, ""Timbrell""";0.75
1655;;;;;;;;;;;;;;;;;;;;;;;;;3.6;;;;Австралия;Южная Австралия;Кунаворра;"Penley Estate, ""Hyland""";0.75
1656;;;;;;;;;;;;;;;;;;;;;;;;;;;;89;Италия;Тоскана;Тоскана IGT;"Tenuta di Nozzole, ""Le Bruniche"" Chardonnay, Toscana IGT, 2016";0.75
1656;;;;;;;;;;;;;;;;;;;;;;;;;3.8;;;;Новая Зеландия;Мальборо;;Huia, Pinot Gris, 2013;0.75
1657;;;;;;;;;;;;;;;;;;;;;;;;;3.7;;;;Испания;Риоха;;"El Coto, ""875m"" Finca Carbonera Chardonnay, Rioja DOC, 2017";0.75
1657;;;;;;;;;;;;;;;;;;;;;;;;;3.5;;;;Франция;Долина Роны;Кот дю Ванту;Vidal-Fleury, Ventoux AOC Rouge, 2016;0.75
1659;;;;;;;;;;;;;;;;;;;85;;;;;;4.2;;;;Франция;Прованс;Кот де Прованс;"Gueissard, ""Les Papilles"" Rose, Cotes de Provence AOC, 2018";0.75
1665;;;;;;;;;;;;;;;;;;;;;;;;;;;;87;Австрия;Южная Штирия;;"Sattlerhof, Sauvignon Blanc ""Sudsteiermark"", 2018";0.75
1665;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Тоскана;Тоскана IGT;Rocca di Montegrossi, Rosato, Toscana IGT, 2017;0.75
1665;;;;;;;;;;;;;;;;;;;;;;;;;3.6;;;;Македония;;;"Stobi, ""Aura"" Barrique";0.75
1665;;;;;;;;;;;;;;;;;;;;;;;;;3.7;;;;Македония;;;"Stobi, Axios ""Private Reserve""";0.75
1665;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Македония;;;"Stobi, Verdot ""Private Reserve""";0.75
1668;;;;;;;;;;;;;;;;;;;;;;;;;3.7;;;;ЮАР;Западный Кейп;;"Boschendal, ""1685"" Chardonnay, 2017";0.75
1670;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Испания;Риоха;Риоха Альта;"Marques de Caceres, ""Antea"" Blanco Fermentado Barrica, 2014";0.75
1670;;;;;;;;;;;;;;;;;;;;;;;;;3.5;;;;Франция;Долина Луары;Мюскаде Севр э Мен;"Domaine Landron, ""Domaine de la Louvetrie"" Muscadet Sevre et Maine Sur Lie, 2017";0.75
1670;;;;;;;;;;;;;;;;;;;;;;;;;2.8;;;;Франция;Бордо;;Sichel, Bordeaux Rouge, 2015;0.75
1670;;;;;;;;;;;;;;;;;;;;;;;;;3.8;;;;Италия;Пьемонт;;Torraccia del Piantavigna, Erbavoglio, Colline Novaresi DOC, 2017;0.75
1671;;;;;;;;;;;;;;;;;;;;;;;;;3.6;;;;ЮАР;Западный Кейп;;"""La Cave"" Shiraz, 2016";0.75
1674;;;;;;;;;;;;;;;;;;;;;;;;;3.8;;;;Крым;;;"Chateau Cotes de Saint Daniel, ""Vino di Conteria""";0.75
1675;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Армения;Араратская долина;;Веди Алко, Арени Отборное, в керамической бутылке;0.75
1679;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Тоскана;Кьянти Классико;Giulio Straccali, Chianti Сlassico DOCG;0.75
1680;;;;;;;;;;;;;;;;;;;;;;;;;3.5;;;;Франция;Эльзас;;Rene Mure, Sylvaner Originel, Alsace AOC, 2017;0.75
1680;;;;;;;;;;;;;;;;;;;;;;;;;3.7;;;;Италия;Пьемонт;Асти;"Roberto Ferraris, ""I Suori"", Barbera d'Asti DOCG, 2018";0.75
1680;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Сицилия;;Fazio, Syrah, Sicilia IGT, 2017;0.75
1680;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Сицилия;;Fazio, Chardonnay, Sicilia IGT, 2017;0.75
1684;;;;;;;;;;;;;;;;;;;;;;;;;2.5;;;;Италия;Ломбардия;Провинция ди Павия;"Tenuta Mazzolino, ""Camara"" Chardonnay, Provincia di Pavia IGT, 2017";0.75
1684;;;;;;;;;;;;;;;;;;;;;;;;;3.7;;;;ЮАР;Западный Кейп;Стелленбош;Neethlingshof, Cabernet Sauvignon-Merlot, 2016;0.75
1687;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Венето;Верона;Monte Zovo, Sauvignon, Verona IGT;0.75
1689;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;Италия;Тоскана;Кьянти;Vino Sorelli, Chianti DOCG Toscanaccio BIO, 2017, in Fiasco, 1 л;1
1689;;;;;;;;;;;;;;;;;;;;;;;;;;;;;США;Калифорния;;Murphy-Goode, Sauvignon Blanc, 2018;0.75
1690;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Франция;Бордо;Пессак-Леоньян;"Clarence Dillon, ""Clarendelle"" Rose, Bordeaux AOC, 2018";0.75
1690;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;Франция;Долина Роны;Кот-дю-Рон;"Bernard Magrez, ""Le Prelat"" Blanc, Cotes du Rhone Village AOC, 2017";0.75
1690;;;;;;;;;;;;;;;;;;;;;;;;;3.3;;;;Чили;;;"Bernard Magrez, ""Leyenda"", 2017";0.75
1690;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Франция;Юго-запад Франции;;Domaine le Roc, Le Classique, Fronton AOC, 2015;0.75
1690;;;;;;;;;;;;;;;;;;;;;;;;;3.2;;;;Франция;Лангедок-Руссийон;;"Louis Max, ""Haute Vallee"" Pinot Noir, Pays d'Oc IGP, 2017";0.75
1690;;;;;;;;;;;;;;;;;;;;;;;;;3.9;;;;Франция;Лангедок-Руссийон;;"Louis Max, ""Haute Vallee"" Chardonnay, Pays d'Oc IGP, 2018";0.75
1690;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Франция;Юго-запад Франции;;Chateau Tour des Gendres, Bergerac AOC, 2017;0.75
1691;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Венето;Венеция;Italo Cescon, Chardonnay, Piave DOC, 2018;0.75
1693;;;;;;;;;;;;;87;;;;;;;;;;;;3.9;;85;;Новая Зеландия;Мальборо;;"""te Pa"" Pinot Noir, 2017";0.75
1694;;;;;;;;;;;;;;;;;;;;;;;;;3.5;;;;Италия;Абруццо;Монтепульчано д'Абруццо;"""Valori"" Montepulciano d'Abruzzo DOC, 2015";0.75
1694;;;;;;;;;;;;;;;;;;;;;;;;;3.6;;;;ЮАР;Западный Кейп;Стелленбош;"Klein Constantia, ""KC"" Cabernet Sauvignon/Merlot, 2014";0.75
1694;;;;86;;;;;;;;;;;;;;;;;;;;;4.2;;87;;Франция;Прованс;Кот де Прованс;"Chateau La Tour de L'Eveque, ""Petale de Rose"", Cotes de Provence AOC, 2018, 375 мл";375
1694;;;;;;;;;;;;;;;;;;;;;;;;;3.7;;;;Чили;Центральная Долина;Кольчагуа;"Koyle, ""Gran Reserva"" Syrah, 2015";0.75
1694;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Виченца;;"Maculan, ""Pino & Toi"", Veneto IGT, 2018";0.75
1694;;;;;;;;;;;;;;;;;;;;;;;;;3.8;;;;Италия;Апулия;Саленто;Masserie Pizari, Primitivo, Salento IGT, 2017;0.75
1694;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Фриули-Венеция-Джулия;Фриули Исонцо;Matteo Braidot, Sauvignon Blanc, Friuli IGT, 2018;0.75
1694;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Венгрия;Токай;;Royal Tokaji, Tokaji Sargamuskotaly, 2017;0.75
1695;;;;;;;;;;;;;;;;;;;;;;;;;3.4;;;;Италия;Лацио;;"Cincinnato, ""Raverosse"" Cori DOC";0.75
1696;;;;;;;;;;;;;;;;;;;;;;;;;3.9;;;;Испания;Риоха;Риоха Баха;"""Real Rubio"" Crianza, Rioja DOC";0.75
1697;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;Италия;Тоскана;Кьянти Классико;"""Terre delle Falcole"" Chianti Classico DOCG, 2014";0.75
1698;;;;;;;;;;;;;;;;;;;;;;;;;3.8;;;;Португалия;Дору;;"Symington, ""Altano"" Organically Farmed Vineyard, Douro DOC, 2017";0.75
1698;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Франция;Бордо;;"""Chateau Le Grand Verdus"" Blanc, Bordeaux AOP, 2015";0.75
1698;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Марке;;"Tenuta di Tavignano, ""Barbarossa"" Lacrima di Morro d'Alba DOC, 2017";0.75
1699;;;;;;;;;;;;;;;;;;;;;;;;;3.3;;;;Франция;Эльзас;;Cave de Turckheim, Pinot Gris, Alsace AOC, 2016;0.75
1700;;;;;;;;;;;;;;;;;;;;;;;;;3.6;;;89;Италия;Тоскана;;"Fattoria dei Barbi, ""Brusco dei Barbi"", Toscana IGT, 2016";0.75
1700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Австрия;Нижняя Австрия;Терменрегион;Weingut Schneider, Zweigelt, Thermenregion, 2015;0.75
1701;;;;;;;;;;;;;;;;;;;;;;;;;3.5;;;;Италия;Тоскана;Тоскана IGT;"Livernano, ""Jupiter"", Toscana IGT, 2015";0.75
1701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Чили;Центральная Долина;Долина Мауле;"J.Bouchon, ""Block Series"" Cabernet Sauvignon, 2015";0.75
1703;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Испания;Ла Манча;;"Bodegas Volver, ""Volver"" 4 Meses, Tierra de Castilla";0.75
1704;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Венето;Бьянко ди Кустоза;Gorgo, San Michelin, Custoza DOC, 2017;0.75
1706;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Франция;Эльзас;;"Domaine Maurice Schoech, Pinot Auxerrois ""Vieille Vigne"", Alsace AOC, 2017";0.75
1714;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Франция;Прованс;Кот де Прованс;"""Chateau La Martinette"" Rouge, Cotes de Provence AOP";0.75
1714;;;;;;;;;;;;;;;;;;;;;;;;;;;;87;Франция;Бордо;Антр-Де-Мер;Chateau Moulin de Ferrand, Bordeaux AOC, 2017;0.75
1715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Чили;Центральная Долина;Долина Маипо;"""Escudo Rojo"" Rose, 2014";0.75
1715;;;;;;;;;;;;;;;;;;;;;;;;;3.9;;;;Чили;Регион Аконкагуа;Долина Касабланка;"Baron Philippe de Rothschild, Chardonnay por ""Escudo Rojo"", 2017";0.75
1716;;;;;;;;;;;;;;;;;;;;;;;;;3.8;;;;Италия;Трентино-Альто Адидже;Тренто;"Cavit, ""Bottega Vinai"" Pinot Nero, Trentino DOC, 2017";0.75
1716;;;;;;;;;;;;;;;;;;;;;;;;;3.4;;;;Франция;Долина Роны;Кот дю Ванту;"Domaine de Tara, ""Hautes Pierres"" Blanc, 2016";0.75
1716;;;;;;;;;;;;;;;;;;;;;;;;;3.4;;;;Франция;Бургундия;;Domaine Fournillon, Bourgogne AOC Chardonnay, 2015;0.75
1717;;;;;;;;;;;;;;;;;;;;;;;;;3.7;;;;Италия;Венето;Тревизо;"Borgoluce, ""Capifosso"" Marca Trevigiana IGT, 2015";0.75
1720;;;;;;;;;;;;;87;;;;;;;;;;;;3.9;;;;Франция;Бордо;Антр-Де-Мер;Chateau Landereau, Entre-Deux-Mers AOC, 2017;0.75
1723;;;;;;;;;;;;;;;;;;;;;;;;;3.6;;;;Италия;Эмилия-Романья;Эмилия;"Fattoria Zerbina, ""Rosa di Ceparano"", 2017";0.75
1723;;;;;;;;;;;;;;;;;;;;;;;;;3.7;;;;Франция;Бордо;;Petit Paveil, Bordeaux AOC, 2013;0.75
1724;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Венето;;"Ottella, ""RosesRoses"", Rosato Alto Mincio IGT, 2018";0.75
1724;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Тоскана;Маремма Тоскана;"Sensi, ""Mandriano"" Rosso, Maremma Toscana DOC";0.75
1724;;;;;;;;;;;;;;;;;;;;;;;;;3.4;;;;Италия;Тоскана;Мореллино ди Сканзано;"Sensi, ""Pretorio"" Morellino di Scansano DOCG";0.75
1728;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Трентино-Альто Адидже;Альто Адидже;Wilhelm Walch, Pinot Bianco, Alto Adige DOC, 2017;0.75
1728;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;Франция;Долина Луары;Пуйи-Фюме;"Michel Redde, Pouilly-Fume ""La Moynerie"" AOC, 2017, 375 мл";375
1732;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Австрия;Бургенланд;;Tinhof, Blanc;0.75
1733;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Франция;Бордо;Медок;Chateau Moulin du Peyrat, Medoc AOC, 2014;0.75
1734;;;;;;;;;;;;;;;;;;;87;;;;;;;;;87;Италия;Венето;Соаве;"Tenuta Santa Maria, ""Lepia"" Soave DOC, 2017";0.75
1734;;;;;;;;;;;;;;;;;;;;;;;;;;;;87;Италия;Венето;Верона;"Tenuta Santa Maria, ""Pragal"", Verona IGT, 2016";0.75
1734;;;;;;;;;;;;;;;;;;;;;;;;;3.5;;;;Италия;Тоскана;Монтальчино;Tenute Poggiocaro, Rosso di Montepulciano DOC, 2015;0.75
1736;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Тоскана;Маремма Тоскана;"""Tenuta Marsiliana"" Vermentino, Costa Toscana IGT, 2018";0.75
1736;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Франция;Бордо;Грав;"""Chateau de Callac"" Blanc, Graves AOC, 2016";0.75
1736;;;;;;;;;;;;;;;;;;;;;;;;;3.6;;;;Франция;Бордо;Бордо Сюпериёр;"""Chateau La Blanquerie"" BIO, Bordeaux Superieur AOC, 2016";0.75
1736;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;Италия;Пьемонт;;Tenuta del Melo, Piemonte DOC Barbera, 2018;0.75
1738;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Трентино-Альто Адидже;Альто Адидже;"Wilhelm Walch, ""Pilat"" Chardonnay, Alto Adige DOC, 2018";0.75
1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Испания;Риоха;Риоха Баха;"""La Vendimia"", Rioja DOC, 2018";0.75
1740;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;Чили;Центральная Долина;Кольчагуа;"Carmenere ""Tributo"" DO, 2017";0.75
1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Чили;Регион Аконкагуа;Долина Лейда;"Sauvignon Blanc ""Tributo"" DO, 2018";0.75
1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Чили;Регион Аконкагуа;Долина Касабланка;"Caliterra, Chardonnay ""Tributo"" DO, 2017";0.75
1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Франция;Бордо;;"Domaine du Cros, ""Lo Sang del Pais"" Marcillac AOC, 2018";0.75
1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Австралия;Южная Австралия;Долина Макларен;"Igor Larionov, ""Triple Overtime"" Shiraz, 2018";0.75
1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Чили;Центральная Долина;Кольчагуа;"Caliterra, Cabernet Sauvignon ""Tributo"" DO, 2017";0.75
1740;;;;;;;;;;;;;;;;;;;;;;;;;3.6;;;;Австралия;Южная Австралия;Долина Макларен;"Spring Seed Wine, ""Forget-Me-Not"" Sauvignon Blanc Semillon, 2017";0.75
1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Испания;Риоха;Риоха Альта;Finca Nueva, Crianza, Rioja DOC, 2015;0.75
1741;;;;;;;;;;;;;;;;;;;;;;;;;3.8;;;;Италия;Сардиния;Каннонау ди Сардиния;Bruno Zanatta, Cannonau di Sardegna DOC;0.75
1745;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Тоскана;Россо ди Монтальчино;Poliziano, Rosso di Montepulciano DOC, 2018;0.75
1747;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Германия;Рейнхессен;;"Wittmann, ""100 Hugel"" Weisser Burgunder, 2018";0.75
1747;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Германия;Рейнхессен;;"Wittmann, ""100 Hugel"" Grauer Burgunder, 2018";0.75
1747;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Германия;Рейнхессен;;"Wittmann, ""100 Hugel"" Rose Trocken, 2018";0.75
1747;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Испания;Андалусия;;"Bodegas Yuste, ""Aurora"" Manzanilla, Sanlucar de Barrameda DO, 0.5 л";0.5
1747;;;;;;;;;;;;;;;;;;;88;;;;;;3.6;;;;Франция;Долина Роны;Кот дю Люберон;"""Grand Marrenon"" Blanc, Luberon AOC, 2017";0.75
1747;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Пьемонт;Альба;"""Rousori"",  Dolcetto d'Alba DOC, 2017";0.75
1748;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Германия;Баден;;Bimmerle, Weisser Burgunder Trocken, 2018;0.75
1748;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Германия;Баден;;Bimmerle, Grauer Burgunder Trocken, 2018;0.75
1748;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Германия;Баден;;Bimmerle, Spatburgunder Trocken, 2016;0.75
1748;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;Италия;Апулия;Саличе Салентино;"Masca del Tacco, ""Lu Ceppu"" Salice Salentino DOP Riserva";0.75
1749;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Испания;Риоха;;"Bodegas Franco-Espanolas, ""Bordon"" Reserva, Rioja DOCa, 2013";0.75
1749;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Чили;Регион Аконкагуа;Долина Касабланка;"Matetic, ""EQ"" Coastal Sauvignon Blanc, Casablanca DO, 2018";0.75
1749;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Франция;Долина Луары;Анжу-Сомюр;"Chateau de Bellevue, Anjou Rouge ""Cuvee Tradition"" AOC, 2011";0.75
1750;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Сицилия;;"Cantina Marilina, ""Currivu"" Bianco, Terre Siciliane IGP, 2018";0.75
1750;;;;;;;;;;;;;;;;;;;;;;;;;3.4;;;;Италия;Сицилия;;"Cantina Marilina, ""Currivu"" Rosso, Terre Siciliane IGP, 2016";0.75
1750;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Франция;Бордо;Медок;Chateau Campillot, Medoc AOC, 2012;0.75
1753;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Новая Зеландия;Мальборо;;"Villa Maria, ""Private Bin"" Sauvignon Blanc Organic, 2019";0.75
1754;;;;;;;;;;;;;;;;;;;;;;;;;3.6;;;;Германия;Пфальц;;"""Von Buhl"" Riesling trocken, 2017";0.75
1754;;;;;;;;;;;;;;;;;;;;;;;;;3.7;;;;Австрия;Бургенланд;;Weninger, Blaufrankisch, 2016;0.75
1754;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Пьемонт;Ланге;"Famiglia Marrone, ""Passione"", Langhe DOC, 2016";0.75
1754;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;Австрия;;;"Hareter Thomas, ""Naturschonheit"", 2017";0.75
1757;;;;;;;;;;;;;;;;;;;;;;;;;3.7;;;;Италия;Тоскана;Тоскана IGT;"Rocca delle Macie, ""Sasyr"", Toscana IGT, 2015";0.75
1757;;;;;;;;;;;;;;;;;;;;;;;;;3.7;;;;Франция;Бургундия;;"Domaine des Remparts, Bourgogne ""Cotes d'Auxerre"" AOC Chardonnay";0.75
1757;7.0;;;;;;;;;;;;;;;;;;;;;;;;3.3;;;;Австралия;Южная Австралия;Долина Иден;"Langmeil, ""Spring Fever"", 2017";0.75
1759;;;;;;;;;;;;;;;;;;;;;;;;;4.0;;;;Испания;Риоха;;"Bodegas Altanza, ""Vina Goyena"" Reserva, Rioja DOC, 2008";0.75
1759;;;;;;;;;;;;;;;;;;;;;;;;;3.7;;;;Испания;Галисия;Риас Байшас;"Murviedro, ""DNA"" Travitana Albarino, Rias Baixas DO";0.75
1760;;;;;;;;;;;;;;;;;;;;;;;;;3.3;;;;Италия;Фриули-Венеция-Джулия;Венеция Джулия;"Le Vigne di Zamo, ""Zamo"" Rosso, Venezia Giulia IGT, 2016";0.75
1760;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Тоскана;Кьянти;Poliziano, Chianti DOCG, 2018;0.75
1760;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Тоскана;Болгери;"Tenuta Moraia, ""Pietracupa"" Bolgheri DOC";0.75
1761;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Испания;Рибера-дель-Дуэро;;Dominio Basconcillos, Vina Magna, Ribera del Duero DO, 2016;0.75
1762;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Пьемонт;Альба;Fabio Oberto, Dolcetto d'Alba DOC, 2017;0.75
1764;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Ломбардия;;Ca'Botta, Riesling, Garda Classico DOC, 2013;0.75
1765;;;;;;;;;;;;;;;;;;;;;;;;;3.4;;;;Италия;Венето;Вальполичелла;"Tenuta da Mar, ""Opera Prima"" Valpolicella DOC";0.75
1765;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Италия;Абруццо;Монтепульчано д'Абруццо Коллине Терамане;"Torri Cantine, ""Origami"" Colli Aprutini IGT";0.75
1769;;;;;;;;;;;;;;;;;;;;;;;;;3.8;;;;Испания;Риоха;;"""El Cantico"" Crianza, Rioja DOCa, 2014";0.75
1770;;;;;;;;;;;;;;;;;;;;;;;;;3.6;;;;Аргентина;Мендоса;;"""Balbo"" Oak Cabernet Sauvignon Reserva, 2015";0.75
